host_description,Expected_Personal_Charisma,Expected_Friendly_Attitudes,Expected_Service_Assistance,Expected_Socialisation_Sharing,approach1_Personal_Charisma,approach1_Personal_Charisma_Precision,approach1_Personal_Charisma_Recall,approach1_Personal_Charisma_F1,approach1_Friendly_Attitudes,approach1_Friendly_Attitudes_Precision,approach1_Friendly_Attitudes_Recall,approach1_Friendly_Attitudes_F1,approach1_Service_Assistance,approach1_Service_Assistance_Precision,approach1_Service_Assistance_Recall,approach1_Service_Assistance_F1,approach1_Socialisation_Sharing,approach1_Socialisation_Sharing_Precision,approach1_Socialisation_Sharing_Recall,approach1_Socialisation_Sharing_F1,approach2_Personal_Charisma,approach2_Personal_Charisma_Precision,approach2_Personal_Charisma_Recall,approach2_Personal_Charisma_F1,approach2_Friendly_Attitudes,approach2_Friendly_Attitudes_Precision,approach2_Friendly_Attitudes_Recall,approach2_Friendly_Attitudes_F1,approach2_Service_Assistance,approach2_Service_Assistance_Precision,approach2_Service_Assistance_Recall,approach2_Service_Assistance_F1,approach2_Socialisation_Sharing,approach2_Socialisation_Sharing_Precision,approach2_Socialisation_Sharing_Recall,approach2_Socialisation_Sharing_F1,approach3_Personal_Charisma,approach3_Personal_Charisma_Precision,approach3_Personal_Charisma_Recall,approach3_Personal_Charisma_F1,approach3_Friendly_Attitudes,approach3_Friendly_Attitudes_Precision,approach3_Friendly_Attitudes_Recall,approach3_Friendly_Attitudes_F1,approach3_Service_Assistance,approach3_Service_Assistance_Precision,approach3_Service_Assistance_Recall,approach3_Service_Assistance_F1,approach3_Socialisation_Sharing,approach3_Socialisation_Sharing_Precision,approach3_Socialisation_Sharing_Recall,approach3_Socialisation_Sharing_F1,approach4_Personal_Charisma,approach4_Personal_Charisma_Precision,approach4_Personal_Charisma_Recall,approach4_Personal_Charisma_F1,approach4_Friendly_Attitudes,approach4_Friendly_Attitudes_Precision,approach4_Friendly_Attitudes_Recall,approach4_Friendly_Attitudes_F1,approach4_Service_Assistance,approach4_Service_Assistance_Precision,approach4_Service_Assistance_Recall,approach4_Service_Assistance_F1,approach4_Socialisation_Sharing,approach4_Socialisation_Sharing_Precision,approach4_Socialisation_Sharing_Recall,approach4_Socialisation_Sharing_F1,approach5_Personal_Charisma,approach5_Personal_Charisma_Precision,approach5_Personal_Charisma_Recall,approach5_Personal_Charisma_F1,approach5_Friendly_Attitudes,approach5_Friendly_Attitudes_Precision,approach5_Friendly_Attitudes_Recall,approach5_Friendly_Attitudes_F1,approach5_Service_Assistance,approach5_Service_Assistance_Precision,approach5_Service_Assistance_Recall,approach5_Service_Assistance_F1,approach5_Socialisation_Sharing,approach5_Socialisation_Sharing_Precision,approach5_Socialisation_Sharing_Recall,approach5_Socialisation_Sharing_F1
"""I am from Peru of Croatian descent, live in New York City, and work for the United Nations. I like everything international, especially travel. I have had great experience renting people's spaces when travelling. I get the local knowledge as well as great comfort.","""from Peru of Croatian descent"", ""work for the United Nations"", ""like everything international, especially travel""",,,,"""I am from Peru of Croatian descent"", ""I like everything international, especially travel""",1.0,0.7272727272727273,0.8421052631578948,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I am from Peru of Croatian descent, live in New York City, and work for the United Nations"", ""I like everything international, especially travel""",0.7333333333333333,1.0,0.846153846153846,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I am from Peru of Croatian descent"", ""like everything international, especially travel""",1.0,0.7272727272727273,0.8421052631578948,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I am from Peru of Croatian descent, live in New York City, and work for the United Nations"", ""I like everything international, especially travel""",0.7333333333333333,1.0,0.846153846153846,None detected,1.0,1.0,1.0,"""I get the local knowledge as well as great comfort""",0.0,1.0,0.0,None detected,1.0,1.0,1.0,"[""I am from Peru of Croatian descent, live in New York City, and work for the United Nations"", ""I like everything international, especially travel""]",0.7142857142857143,0.9090909090909091,0.8,None detected,1.0,1.0,1.0,"[""I get the local knowledge as well as great comfort""]",0.0,1.0,0.0,None detected,1.0,1.0,1.0
"I am a 32 year old male.  I work full time as a manager for a very prestigious company.  I enjoy spending time with my family and friends, I enjoy going to the movies, bowling, sports, and reading.  I love to travel, one of my most memorable trips was to Las Vegas last year.  As a host I will do everything in my ability to make you feel as comfortable as possible.  ","""manager for a very prestigious company"", ""love to travel"", ""memorable trip to Las Vegas"", ""enjoy movies, bowling, sports, and reading""","""enjoy spending time with my family and friends""","""do everything in my ability to make you feel as comfortable as possible""",,"""I am a 32 year old male"", ""I enjoy spending time with my family and friends"", ""love to travel""",0.2727272727272727,0.21428571428571427,0.23999999999999996,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,"""I am a 32 year old male"", ""I love to travel""",0.3333333333333333,0.14285714285714285,0.2,None detected,1.0,0.0,0.0,"""As a host I will do everything in my ability to make you feel as comfortable as possible""",0.8571428571428571,1.0,0.923076923076923,None detected,1.0,1.0,1.0,"""I am a 32 year old male"", ""enjoy spending time with my family and friends"", ""love to travel""",0.2727272727272727,0.21428571428571427,0.23999999999999996,None detected,1.0,0.0,0.0,"""will do everything in my ability to make you feel as comfortable as possible""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I am a 32 year old male"", ""I work full time as a manager for a very prestigious company"", ""I enjoy spending time with my family and friends"", ""I enjoy going to the movies, bowling, sports, and reading"", ""I love to travel, one of my most memorable trips was to Las Vegas last year""",0.48148148148148145,0.9285714285714286,0.6341463414634146,"""As a host I will do everything in my ability to make you feel as comfortable as possible""",0.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,"[""I am a 32 year old male"", ""I work full time as a manager for a very prestigious company"", ""I enjoy spending time with my family and friends"", ""I enjoy going to the movies, bowling, sports, and reading"", ""I love to travel"", ""one of my most memorable trips was to Las Vegas last year""]",0.48148148148148145,0.9285714285714286,0.6341463414634146,"[""I will do everything in my ability to make you feel as comfortable as possible""]",0.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0
"Young professional and native New Yorker. I love to travel both domestically and internationally. I'm a relatively new host but enjoy meeting new people and sharing a bit of what I love about NYC, housing and sustainable design. I enjoy dancing salsa and finding new restaurants and bars in NYC.","""young professional"", ""native New Yorker"", ""love to travel"", ""enjoy dancing salsa"", ""finding new restaurants and bars""",,,"""enjoy meeting new people"", ""sharing a bit of what I love about NYC, housing and sustainable design""","""I'm a relatively new host"", ""enjoy meeting new people and sharing a bit of what I love about NYC""",0.3,0.23076923076923078,0.2608695652173913,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I love to travel both domestically and internationally"", ""I enjoy dancing salsa and finding new restaurants and bars in NYC""",0.75,0.6923076923076923,0.7199999999999999,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I love to travel both domestically and internationally"", ""enjoy meeting new people""",0.5,0.3076923076923077,0.380952380952381,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""enjoy sharing a bit of what I love about NYC, housing and sustainable design""",1.0,0.7272727272727273,0.8421052631578948,"""Young professional and native New Yorker"", ""I love to travel both domestically and internationally"", ""I enjoy dancing salsa and finding new restaurants and bars in NYC""",0.8125,1.0,0.896551724137931,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""enjoy meeting new people and sharing a bit of what I love about NYC, housing and sustainable design""",1.0,1.0,1.0,"[""Young professional and native New Yorker"", ""I love to travel both domestically and internationally"", ""I enjoy dancing salsa and finding new restaurants and bars in NYC""]",0.8571428571428571,0.9230769230769231,0.888888888888889,"[""enjoy meeting new people""]",0.0,1.0,0.0,"[""sharing a bit of what I love about NYC, housing and sustainable design""]",0.0,1.0,0.0,"[""sharing a bit of what I love about NYC, housing and sustainable design""]",1.0,0.45454545454545453,0.625
"I enjoy conversations with smart/funny/interesting/kind people. I value honesty, kindness and ambitions. I've lived in NYC for 4 years and loved every bit of it.","""value honesty, kindness and ambitions"", ""lived in NYC for 4 years and loved every bit of it""",,,"""enjoy conversations with smart/funny/interesting/kind people""","""I enjoy conversations with smart/funny/interesting/kind people"", ""I've lived in NYC for 4 years and loved every bit of it""",0.7,0.6363636363636364,0.6666666666666666,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I enjoy conversations with smart/funny/interesting/kind people"", ""I've lived in NYC for 4 years and loved every bit of it""",0.7,0.6363636363636364,0.6666666666666666,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""enjoy conversations with smart/funny/interesting/kind people"", ""value honesty, kindness and ambitions""",0.5714285714285714,0.36363636363636365,0.4444444444444444,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I enjoy conversations with smart/funny/interesting/kind people"", ""I value honesty, kindness and ambitions"", ""I've lived in NYC for 4 years and loved every bit of it""",0.7857142857142857,1.0,0.88,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"[""I enjoy conversations with smart/funny/interesting/kind people"", ""I value honesty, kindness and ambitions"", ""I've lived in NYC for 4 years and loved every bit of it""]",0.7857142857142857,1.0,0.88,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"[""I enjoy conversations with smart/funny/interesting/kind people""]",1.0,0.6666666666666666,0.8
"I am an artist, ecologist, and educator. I am the co-founder of Eco Practicum, which runs programs and events for ecological justice, and I teach food systems planning courses at Columbia University. My husband is an artist and educator, my 3 year old son is a little genius, and we like to keep our home clean and colorful. ","""artist, ecologist, and educator"", ""co-founder of Eco Practicum"", ""teach food systems planning at Columbia"", ""keep our home clean and colorful""","""my 3 year old son is a little genius""",,,"""I am an artist, ecologist, and educator"", ""I like to keep our home clean and colorful""",0.875,0.5,0.6363636363636364,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I am an artist, ecologist, and educator"", ""We like to keep our home clean and colorful""",0.875,0.5,0.6363636363636364,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I am an artist, ecologist, and educator"", ""like to keep our home clean and colorful""",0.875,0.5,0.6363636363636364,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I am an artist, ecologist, and educator"", ""I am the co-founder of Eco Practicum, which runs programs and events for ecological justice, and I teach food systems planning courses at Columbia University"", ""my 3 year old son is a little genius"", ""we like to keep our home clean and colorful""",0.5,1.0,0.6666666666666666,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"[""I am an artist, ecologist, and educator"", ""I am the co-founder of Eco Practicum, which runs programs and events for ecological justice"", ""I teach food systems planning courses at Columbia University"", ""My husband is an artist and educator"", ""my 3 year old son is a little genius"", ""we like to keep our home clean and colorful""]",0.4642857142857143,0.9285714285714286,0.6190476190476191,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0
"""I've been a fan of Airbnb for many years and I'm excited to finally be a host!

I'm a New York local and happy to share recommendations with you. Be sure to take a look at my guidebook.

In my free time, I garden, kite board, and play basketball.

Welcome to New York!""","""fan of Airbnb"", ""New York local"", ""garden, kite board, and play basketball""","""excited to finally be a host"", ""Welcome to New York!""","""happy to share recommendations"", ""take a look at my guidebook""",,"""I'm a New York local"", ""In my free time, I garden, kite board, and play basketball""",0.8,0.8,0.8000000000000002,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""I'm a New York local and happy to share recommendations with you"", ""Welcome to New York!""",0.42857142857142855,0.5,0.4615384615384615,None detected,1.0,1.0,1.0,"""I'm a New York local"", ""happy to share recommendations with you""",0.5,0.3,0.37499999999999994,None detected,1.0,0.0,0.0,"""gardening, kite boarding, and playing basketball""",0.0,0.0,0.0,None detected,1.0,1.0,1.0,"""I'm a New York local"", ""In my free time, I garden, kite board, and play basketball""",0.8,0.8,0.8000000000000002,"""Welcome to New York!""",1.0,0.4,0.5714285714285715,"""happy to share recommendations with you"", ""Be sure to take a look at my guidebook""",0.8571428571428571,1.0,0.923076923076923,None detected,1.0,1.0,1.0,"[""I've been a fan of Airbnb for many years"", ""I'm a New York local"", ""In my free time, I garden, kite board, and play basketball""]",0.6923076923076923,0.9,0.7826086956521738,"[""Welcome to New York""]",1.0,0.2,0.33333333333333337,"[""happy to share recommendations with you"", ""Be sure to take a look at my guidebook""]",0.8,0.6666666666666666,0.7272727272727272,"[""happy to share recommendations with you""]",0.0,1.0,0.0
"I was born and raised in Kingston Jamaica. Moved to the States in 2010. I have a degree in Art Education and I currently work in Sales. Traveling is my 2nd love - I've been to over 10 countries including ; Dominican Republic, Puerto Rico, Switzerland , Germany , Italy , France , England , Netherlands , Greece , Spain , Portugal , Morocco , Canada , Mexico . Asia up next.","""born and raised in Kingston Jamaica"", ""degree in Art Education"", ""work in Sales"", ""traveling is my 2nd love"", ""visited over 10 countries""",,,,"""I was born and raised in Kingston Jamaica"", ""I have a degree in Art Education and I currently work in Sales"", ""Traveling is my 2nd love""",0.9230769230769231,0.8,0.8571428571428571,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I was born and raised in Kingston Jamaica"", ""Traveling is my 2nd love""",1.0,0.4666666666666667,0.6363636363636364,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I want you to know the beauty of being 5 minutes out of the city""",0.0,1.0,0.0,"""I was born and raised in Kingston Jamaica"", ""have a degree in Art Education"", ""traveling is my 2nd love""",1.0,0.6666666666666666,0.8,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I was born and raised in Kingston Jamaica"", ""Moved to the States in 2010"", ""I have a degree in Art Education"", ""I currently work in Sales"", ""Traveling is my 2nd love"", ""I've been to over 10 countries""",0.7777777777777778,0.9333333333333333,0.8484848484848485,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"[I was born and raised in Kingston Jamaica. Moved to the States in 2010], [I have a degree in Art Education and I currently work in Sales], [Traveling is my 2nd love - I've been to over 10 countries including ; Dominican Republic, Puerto Rico, Switzerland , Germany , Italy , France , England , Netherlands , Greece , Spain , Portugal , Morocco , Canada , Mexico . Asia up next]",0.34375,0.7333333333333333,0.4680851063829787,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0
"The entire world knows the Bronx as the home of the New York Yankees, the Bronx Zoo and the New York Botanical Garden not to mention as the birthplace of hip-hop. Im having such a great experience through Airbnb connecting me to people from all over the world. I want you to know the beauty of being 5 minutes out of the city. 

       StOp no need to keep searching for """"A Place"""" ,you've found """"The PLace"""" Cherry Hill . Book, you definitely  wont be disappointed . I'm a laid back brother to 7 sisters and 4 older brothers, raised around  laughter, boredom busters , the ability to see others perspective , and more helping hands then one man can wish for.
 I like to consider myself a simple man with a plan to spread some peace along his journey. Born and rasied in nyc as host its my pleasure to share the big Apple's beauty with the rest of the World. My favorite book is freakle juice and i have a big thing for kit-kats. ""","""laid back brother to 7 sisters and 4 older brothers"", ""raised around laughter and helping hands"", ""simple man with a plan"", ""born and raised in NYC"", ""favorite book is Freckle Juice"", ""big thing for Kit-Kats""","""great experience through Airbnb connecting me to people"", ""laughter"", ","""want you to know the beauty of being 5 minutes out of the city"", ""you definitely won't be disappointed""","""connecting me to people from all over the world"", ""pleasure to share the big Apple's beauty with the rest of the World"", ""see others' perspective""","""I like to consider myself a simple man with a plan to spread some peace along his journey"", ""Born and raised in NYC as host its my pleasure to share the big Apple's beauty with the rest of the World""",0.3684210526315789,0.2916666666666667,0.32558139534883723,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""I like to consider myself a simple man with a plan to spread some peace along his journey"", ""As host its my pleasure to share the big Apple's beauty with the rest of the World""",0.25,0.16666666666666666,0.2,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""I like to consider myself a simple man with a plan to spread some peace along his journey"", ""born and raised in NYC""",0.5,0.25,0.3333333333333333,None detected,1.0,0.0,0.0,"""want you to know the beauty of being 5 minutes out of the city""",1.0,0.75,0.8571428571428571,None detected,1.0,0.0,0.0,"""I'm a laid back brother to 7 sisters and 4 older brothers"", ""I like to consider myself a simple man with a plan to spread some peace along his journey"", ""Born and rasied in nyc"", ""My favorite book is freakle juice and i have a big thing for kit-kats""",0.6923076923076923,0.75,0.7199999999999999,"""I want you to know the beauty of being 5 minutes out of the city"", ""its my pleasure to share the big Apple's beauty with the rest of the World""",0.0,0.0,0.0,None detected,1.0,0.0,0.0,"""Im having such a great experience through Airbnb connecting me to people from all over the world""",0.42857142857142855,0.3,0.3529411764705882,"[I'm a laid back brother to 7 sisters and 4 older brothers, raised around  laughter, boredom busters , the ability to see others perspective , and more helping hands then one man can wish for], [I like to consider myself a simple man with a plan to spread some peace along his journey], [Born and rasied in nyc], [My favorite book is freakle juice and i have a big thing for kit-kats]",0.5833333333333334,0.875,0.7000000000000001,"[Im having such a great experience through Airbnb connecting me to people from all over the world], [I want you to know the beauty of being 5 minutes out of the city]",0.5,0.8333333333333334,0.625,[as host its my pleasure to share the big Apple's beauty with the rest of the World],0.16666666666666666,0.125,0.14285714285714288,None detected,1.0,0.0,0.0
I'm a brunch chef and live in the big apple but I love quiet weekend getaways. It's how I find balance. Not a big drinker and I don't smoke or use drugs. I'm super neat and clean and I hope to be in a home that's the same,"""brunch chef"", ""love quiet weekend getaways"", ""find balance"", ""super neat and clean""",,,,"""I'm a brunch chef"", ""It's how I find balance""",1.0,0.36363636363636365,0.5333333333333333,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I'm a brunch chef"", ""It's how I find balance""",1.0,0.36363636363636365,0.5333333333333333,None detected,1.0,1.0,1.0,"""I hope to be in a home that's the same""",0.0,1.0,0.0,None detected,1.0,1.0,1.0,"""I'm a brunch chef"", ""love quiet weekend getaways"", ""super neat and clean""",1.0,0.8181818181818182,0.9,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I'm a brunch chef"", ""live in the big apple"", ""I love quiet weekend getaways"", ""Not a big drinker and I don't smoke or use drugs"", ""I'm super neat and clean""",0.5625,0.8181818181818182,0.6666666666666666,"""I hope to be in a home that's the same""",0.0,1.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"[I'm a brunch chef and live in the big apple], [I love quiet weekend getaways. It's how I find balance], [Not a big drinker and I don't smoke or use drugs], [I'm super neat and clean]",0.6153846153846154,0.7272727272727273,0.6666666666666667,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0
"A likeable host who is more of a people person. Being in the hospitality business as concerns Airbnb, I see it imperative to serve all with a sense of respect and gratitude.","""likeable host"", ""people person""","""respect and gratitude""","""hospitality business"", ""imperative to serve all""",,"""A likeable host who is more of a people person"", ""I see it imperative to serve all with a sense of respect and gratitude""",0.4,1.0,0.5714285714285715,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""Being in the hospitality business as concerns Airbnb, I see it imperative to serve all with a sense of respect and gratitude""",0.2,1.0,0.33333333333333337,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""serve all with a sense of respect and gratitude""",0.5,1.0,0.6666666666666666,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,"""A likeable host who is more of a people person"", ""Being in the hospitality business as concerns Airbnb""",0.5,1.0,0.6666666666666666,"""I see it imperative to serve all with a sense of respect and gratitude""",0.3333333333333333,1.0,0.5,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,[A likeable host who is more of a people person],1.0,0.75,0.8571428571428571,"[Being in the hospitality business as concerns Airbnb, I see it imperative to serve all with a sense of respect and gratitude]",0.1111111111111111,0.5,0.1818181818181818,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0
"I like meeting people from all walks of life and being an AirBnB Superhost allows me to do that. After retiring from a career in law enforcement with NYPD and other agencies, i enjoy being hospitable to guests that want to experience NYC and the Bronx in particular. ","""retiring from a career in law enforcement with NYPD and other agencies""","""enjoy being hospitable to guests""","""AirBnB Superhost allows me to do that""","""like meeting people from all walks of life"", ""want to experience NYC and the Bronx in particular""","""After retiring from a career in law enforcement with NYPD and other agencies"", ""enjoy being hospitable to guests that want to experience NYC and the Bronx in particular""",0.42857142857142855,1.0,0.6,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""After retiring from a career in law enforcement with NYPD and other agencies"", ""I enjoy being hospitable to guests that want to experience NYC and the Bronx in particular""",0.42857142857142855,1.0,0.6,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""enjoy being hospitable to guests that want to experience NYC and the Bronx in particular""",0.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""After retiring from a career in law enforcement with NYPD and other agencies"", ""i enjoy being hospitable to guests""",0.6666666666666666,1.0,0.8,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""I like meeting people from all walks of life"", ""being an AirBnB Superhost allows me to do that"", ""guests that want to experience NYC and the Bronx in particular""",0.7142857142857143,1.0,0.8333333333333333,"[After retiring from a career in law enforcement with NYPD and other agencies], [I like meeting people from all walks of life]",0.5555555555555556,0.8333333333333334,0.6666666666666667,[i enjoy being hospitable to guests that want to experience NYC and the Bronx in particular],0.42857142857142855,1.0,0.6,None detected,1.0,0.0,0.0,[being an AirBnB Superhost allows me to do that],0.0,0.0,0.0
"Welcome guys! Its Greg.

Born and raised in the Upper West Side of Manhattan on Central Park West, I have witnessed the transitional phases from the ""Old"" New York to the ""New""  New York City. Glad to say I am an original and proud New Yorker with vast experience leading me to my career in film production. I have worked on many of the popular TV Shows and Films filmed in the Heart of New York City. My interest in travel and tourism have provided me with the experience of hosting and accommodating different people and cultures from all over the world.

Hoping to share with guests the same experiences I have on a daily basis even if its for a temporary stay!","""proud New Yorker"", ""career in film production"", ""worked on many popular TV shows and films"", ""interest in travel and tourism""","""welcome guys!"", ""glad to say""","""hosting and accommodating different people and cultures""","""hoping to share with guests the same experiences I have""","""Born and raised in the Upper West Side of Manhattan"", ""I have worked on many of the popular TV Shows and Films filmed in the Heart of New York City""",0.4117647058823529,0.4666666666666667,0.43749999999999994,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""Born and raised in the Upper West Side of Manhattan on Central Park West"", ""My interest in travel and tourism have provided me with the experience of hosting and accommodating different people and cultures from all over the world""",0.15789473684210525,0.2,0.17647058823529413,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""Born and raised in the Upper West Side of Manhattan"", ""vast experience leading me to my career in film production""",0.25,0.2,0.22222222222222224,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""experience of hosting and accommodating different people and cultures from all over the world""",0.0,0.0,0.0,"""Born and raised in the Upper West Side of Manhattan on Central Park West"", ""I am an original and proud New Yorker"", ""my career in film production"", ""My interest in travel and tourism""",0.5,0.6,0.5454545454545454,"""Welcome guys!""",1.0,0.3333333333333333,0.5,"""have provided me with the experience of hosting and accommodating different people and cultures from all over the world""",0.625,1.0,0.7692307692307693,"""Hoping to share with guests the same experiences I have on a daily basis even if its for a temporary stay""",0.4444444444444444,1.0,0.6153846153846153,"Born and raised in the Upper West Side of Manhattan on Central Park West, I am an original and proud New Yorker, my career in film production, My interest in travel and tourism",0.5,0.6,0.5454545454545454,Welcome guys!,1.0,0.3333333333333333,0.5,None detected,1.0,0.0,0.0,Hoping to share with guests the same experiences I have on a daily basis,0.6666666666666666,1.0,0.8
"Day Habilitation Supervisor in the day, Music producer at night. I am a positive, laid back clean guy. I am Dominican so I am fluent in Spanish and Im very respectful. ","""Day Habilitation Supervisor"", ""Music producer"", ""positive"", ""laid back"", ""clean guy"", ""I am Dominican""","""very respectful""",,,"""Day Habilitation Supervisor in the day, Music producer at night"", ""I am Dominican so I am fluent in Spanish and Im very respectful""",0.5454545454545454,0.5454545454545454,0.5454545454545454,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""Day Habilitation Supervisor in the day, Music producer at night"", ""I am a positive, laid back clean guy""",0.9090909090909091,0.9090909090909091,0.9090909090909091,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""Day Habilitation Supervisor in the day, Music producer at night"", ""positive, laid back clean guy""",0.9090909090909091,0.9090909090909091,0.9090909090909091,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""Day Habilitation Supervisor in the day, Music producer at night"", ""I am a positive, laid back clean guy"", ""I am Dominican so I am fluent in Spanish""",0.7857142857142857,1.0,0.88,"""Im very respectful""",0.5,1.0,0.6666666666666666,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"Day Habilitation Supervisor in the day, Music producer at night, I am a positive, laid back clean guy, I am Dominican so I am fluent in Spanish",0.7857142857142857,1.0,0.88,Im very respectful,0.5,1.0,0.6666666666666666,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0
